Date,Time,PM25,PM10,IAQ,HCHO,CO2,P,TIN,TOUT,RHIN,RHOUT,LAT,LON,HDG,AMSL,AGL,MIL,NO2,NO,SO2,H2S,CO,HCN,HCL,NH3,EC,MRK
2023-02-23,15:23:12,312,556,146,7,981,98688,56,54,999,999,500323013,220765161,7150,212890,623,992,0,0,0,1,0,340,15,131,0,0
2023-02-23,15:23:13,312,556.67,145.67,7,981,98686.33,56,54,999,999,500323009.67,220765166.33,7149.67,212886.7,620,752.33,0,0,0,1,0,373,15,131,0,0
2023-02-23,15:23:14,312,557.33,145.33,7,981,98684.67,56,54,999,999,500323006.33,220765171.67,7149.33,212883.3,617,512.67,0,0,0,1,0,406,15,131,0,0
2023-02-23,15:23:15,312,558,145,7,981,98683,56,54,999,999,500323003,220765177,7149,212880,614,273,0,0,0,1,0,439,15,131,0,0
2023-02-23,15:23:16,310,548,145,7,981,98683,56,54,999,999,500323002,220765186,7148,212870,603,191,0,0,0,1,0,777,15,131,0,0
2023-02-23,15:23:17,304,536,144,7,981,98681,56,54,999,999,500322997,220765196,7147,212860,598,109,0,0,0,1,0,496,0,131,0,0
2023-02-23,15:23:18,308,533,144,7,981,98681,56,54,999,999,500322994,220765205,7147,212870,607,41,0,0,0,1,0,720,0,136,0,0
2023-02-23,15:23:19,309.33,535.33,144,7,981,98681.67,56,54,999,999,500322990.67,220765211.33,7147.67,212866.7,603.67,129.33,0,0,0,1,0,535,1.67,137.67,0,0
2023-02-23,15:23:20,310.67,537.67,144,7,981,98682.33,56,54,999,999,500322987.33,220765217.67,7148.33,212863.3,600.33,217.67,0,0,0,1,0,350,3.33,139.33,0,0
2023-02-23,15:23:21,312,540,144,7,981,98683,56,54,999,999,500322984,220765224,7149,212860,597,306,0,0,0,1,0,165,5,141,0,0
2023-02-23,15:23:22,312,536,145,7,981,98683,56,54,999,999,500322980,220765228,7148,212880,611,216,0,0,0,1,0,495,5,141,0,0
2023-02-23,15:23:23,311,537,145,7,981,98683,56,54,999,999,500322976,220765234,7147,212880,616,144,0,0,0,1,0,540,5,136,0,0
2023-02-23,15:23:24,307,532,144,7,981,98686,56,54,999,999,500322970,220765241,7148,212890,620,985,0,0,0,1,0,476,5,131,0,0
2023-02-23,15:23:25,308,539,144,7,971,98684,56,54,999,999,500322969,220765247,7147,212860,597,942,0,0,0,1,0,304,0,131,0,0
2023-02-23,15:23:26,306.5,536,144,7,975,98684,56,54,999,999,500322968,220765248,7146.5,212845,582,622.5,0,0,0,1,0,257.5,31.5,131,0,0
2023-02-23,15:23:27,305,533,144,7,979,98684,56,54,999,999,500322967,220765249,7146,212830,567,303,0,0,0,1,0,211,63,131,0,0
2023-02-23,15:23:28,305,527.5,144,7,978,98684,56,54,999,999,500322965,220765252,7145,212840,578,239,0,0,0,1,0,511,63,138.5,0,0
2023-02-23,15:23:29,305,522,144,7,977,98684,56,54,999,999,500322963,220765255,7144,212850,589,175,0,0,0,1,0,811,63,146,0,0
2023-02-23,15:23:30,304,516,144,7,977,98684,56,54,999,999,500322966,220765257,7146,212870,601,108,0,0,0,1,0,518,63,146,0,0
2023-02-23,15:23:31,299,506,144,7,966.5,98683,56,54,999,999,500322970,220765253,7145.5,212895,626,509,0,0,0,1,0,295.5,78,146,0,0
2023-02-23,15:23:32,299.25,505.5,144,7,965.62,98682.25,55.75,54,999,999,500322968.25,220765253.5,7146.12,212891.2,622,436.75,0,0,0,1,0,288.62,91.5,143.5,0,0
2023-02-23,15:23:33,299.5,505,144,7,964.75,98681.5,55.5,54,999,999,500322966.5,220765254,7146.75,212887.5,618,364.5,0,0,0,1,0,281.75,105,141,0,0
2023-02-23,15:23:34,299.75,504.5,144,7,963.88,98680.75,55.25,54,999,999,500322964.75,220765254.5,7147.38,212883.8,614,292.25,0,0,0,1,0,274.88,118.5,138.5,0,0
2023-02-23,15:23:35,300,504,144,7,963,98680,55,54,999,999,500322963,220765255,7148,212880,610,220,0,0,0,1,0,268,132,136,0,0
2023-02-23,15:23:36,302,513,144,7,979,98680,55,53,999,999,500322956,220765254,7149,212880,617,153,0,0,0,1,0,1149,85,136,0,0
2023-02-23,15:23:37,303,523,144,7,978,98680,55,53,999,999,500322949,220765250,7152,212900,636,80,0,0,0,1,0,740,85,122,0,0
2023-02-23,15:23:38,304,531,144,7,978,98680,56,53,999,999,500322946,220765245,7151,212890,628,14,0,0,0,1,0,652,85,122,0,0
2023-02-23,15:23:39,305,541,144,7,978,98683,56,53,999,999,500322942,220765244,7150,212880,619,382,0,0,0,1,0,604,0,122,0,0
2023-02-23,15:23:40,304,537,144,7,978,98683,55,53,999,999,500322940,220765242,7150,212880,618,320,0,0,0,1,0,708,0,141,0,0
2023-02-23,15:23:41,306,549,144,7,974,98683,55,53,999,999,500322934,220765241,7150,212890,623,246,0,0,0,1,0,452,0,141,0,0
2023-02-23,15:23:42,305,550,144,7,974,98683,55,53,999,999,500322931,220765238,7149,213080,190,186,0,0,0,1,0,886,0,141,0,0
2023-02-23,15:23:43,304,548,144,7,974,98683,55,54,999,999,500322930,220765234,7149,213230,348,108,0,0,0,1,0,569,0,141,0,0
2023-02-23,15:23:44,306,549,144,7,974,98683,55,54,999,999,500322930,220765228,7150,213330,448,54,0,0,0,1,0,949,0,141,0,0
2023-02-23,15:23:45,308,564,144,7,974,98680,56,54,999,999,500322927,220765224,7150,213600,712,414,0,0,0,2,0,803,0,122,0,0
2023-02-23,15:23:46,309,565,144,7,972,98680,56,53,999,999,500322925,220765223,7157,213730,841,348,0,0,0,2,0,537,54,122,0,0
2023-02-23,15:23:47,313,586,144,7,972,98688,55,53,999,999,500322925,220765224,7164,213810,924,237,0,0,0,2,0,349,54,141,0,0
2023-02-23,15:23:48,309,587,144,7,972,98688,55,53,999,999,500322926,220765221,7197,213810,928,204,0,0,0,2,0,582,54,141,0,0
2023-02-23,15:23:49,308,584,143,7,972,98688,55,53,999,999,500322937,220765227,7665,214830,1946,130,0,0,0,2,0,372,54,136,0,0
2023-02-23,15:23:50,307.5,584,143,7,972,98654,55,53,999,999,500322931.5,220765251.5,9906.5,216830,3947,257.5,0,0,0,1.5,0,429.5,27,136,0,0
2023-02-23,15:23:51,307,584,143,7,972,98620,55,53,999,999,500322926,220765276,12148,218830,5948,385,0,0,0,1,0,487,0,136,0,0
2023-02-23,15:23:52,305,575,143,7,972,98598,55,53,999,999,500322841,220765373,17124,220080,7197,350,0,0,0,1,0,311,0,131,0,0
2023-02-23,15:23:53,303,575,143,7,972,98598,55,53,999,999,500322753,220765350,21205,221060,8178,258,0,0,0,1,0,202,34,131,0,0
2023-02-23,15:23:54,304,578,144,7,972,98590,55,53,999,999,500322678,220765246,24351,221820,8933,212,0,0,0,1,0,528,34,136,0,0
2023-02-23,15:23:55,303.5,574.5,144,7,967,98590,55.5,53,999,999,500322615,220765100.5,25437.5,222625,9738.5,153.5,0,0,0,1,0,483,34,136,0,0
2023-02-23,15:23:56,303,571,144,7,962,98590,56,53,999,999,500322552,220764955,26524,223430,10544,95,0,0,0,1,0,438,34,136,0,0
2023-02-23,15:23:57,302,568,144,7,967,98590,55.5,53,999,999,500322497,220764555.5,26529.5,224980,12096,233.5,0,0,0,1,0,529,17,133.5,0,0
2023-02-23,15:23:58,301,565,144,7,972,98590,55,53,999,999,500322442,220764156,26535,226530,13648,372,0,0,0,1,0,620,0,131,0,0
2023-02-23,15:23:59,300,567,144,7,972,98532,55,53,999,999,500322409,220763715,26341,227800,14910,316,0,0,0,1,0,596,0,151,0,0
2023-02-23,15:24:00,301.5,570.5,144,7,967,98532,55,53,999,999,500322357,220763203,25316.5,229065,16177,246,0,0,0,1,0,773.5,3,148.5,0,0
2023-02-23,15:24:01,303,574,144,7,962,98532,55,53,999,999,500322305,220762691,24292,230330,17444,176,0,0,0,1,0,951,6,146,0,0
2023-02-23,15:24:02,302,575,144,7,971,98480,55,53,999,999,500322179,220762178,23717,231400,18516,104,0,0,0,1,0,1077,6,146,0,0
