Date,Time,PM25,PM10,IAQ,HCHO,CO2,P,TIN,TOUT,RHIN,RHOUT,LAT,LON,HDG,AMSL,AGL,MIL,NO2,NO,SO2,H2S,CO,HCN,HCL,NH3,EC,MRK
2023-02-23,14:48:19,431,897,270,15,1020,98780,100,92,978,760,500287713,220656767,28690,220610,4095,368,0,7378,0,1,1,493,47,185,0,0
2023-02-23,14:48:20,460,991,269,15,1019,98780,100,92,978,760,500287714,220656771,28687,220670,4152,292,0,7381,0,1,1,454,47,190,0,0
2023-02-23,14:48:21,488,1085,269,15,1019,98781,99,92,977,762,500287715,220656774,28686,220690,4177,210,0,7381,0,1,1,503,47,190,0,0
2023-02-23,14:48:22,510.5,1160.5,268.5,15,1014,98779,99.5,92,977.5,762,500287714.5,220656777.5,28682,220665,4150,351,0,7381,0,1,1,582.5,23.5,187.5,0,0
2023-02-23,14:48:23,533,1236,268,15,1009,98777,100,92,978,762,500287714,220656781,28678,220640,4123,492,0,7381,0,1,1,662,0,185,0,0
2023-02-23,14:48:24,562,1306,267,16,1019,98777,100,92,978,764,500287713,220656784,28676,220650,4131,422,0,7381,0,1,1,726,0,185,0,0
2023-02-23,14:48:25,587,1367,267,16,1019,98784,99,92,979,764,500287714,220656786,28674,220650,4136,346,0,7383,0,1,1,577,62,180,0,0
2023-02-23,14:48:26,610,1456,267,17,1019,98784,99,91,979,764,500287713,220656787,28674,220660,4149,279,0,7383,0,1,1,973,62,180,0,0
2023-02-23,14:48:27,632,1512,267,19,1019,98784,99,91,979,764,500287712,220656787,28675,220710,4190,209,0,7385,0,1,1,1097,62,185,0,0
2023-02-23,14:48:28,648,1560,267,19,1008,98773,99,91,980,766,500287712,220656789,28672,220760,4249,570,0,7385,0,1,1,905,62,185,0,0
2023-02-23,14:48:29,659,1584,267,19,1018,98773,99,91,980,766,500287711,220656791,28669,220770,4257,468,0,7385,0,1,1,1033,0,185,0,0
2023-02-23,14:48:30,667,1604,266,19,1016,98773,99,91,980,766,500287712,220656793,28665,220830,4311,390,0,7386,0,1,1,660,0,205,0,0
2023-02-23,14:48:31,669,1619,265,19,1014,98784,99,91,980,768,500287713,220656796,28663,220850,4330,348,0,7386,0,1,1,437,37,205,0,0
2023-02-23,14:48:32,674,1630.33,264.33,19,1012.67,98781.33,99,91,980.3,768.33,500287714.33,220656806.33,28660.33,220810,4291.67,416.33,0,7386.3,0,1,1,345.67,37,201.67,0,0
2023-02-23,14:48:33,679,1641.67,263.67,19,1011.33,98778.67,99,91,980.7,768.67,500287715.67,220656816.67,28657.67,220770,4253.33,484.67,0,7386.7,0,1,1,254.33,37,198.33,0,0
2023-02-23,14:48:34,684,1653,263,19,1010,98776,99,91,981,769,500287717,220656827,28655,220730,4215,553,0,7387,0,1,1,163,37,195,0,0
2023-02-23,14:48:35,685,1661.5,262.5,17.5,1010,98776,98.5,90.5,981,769.5,500287718.5,220656836.5,28652,220740,4224.5,458,0,7387,0,1,1,119.5,18.5,195,0,0
2023-02-23,14:48:36,686,1670,262,16,1010,98776,98,90,981,770,500287720,220656846,28649,220750,4234,363,0,7387,0,1,1,76,0,195,0,0
2023-02-23,14:48:37,688,1683,261,15,1010,98776,98,90,981,770,500287720,220656856,28646,220790,4277,273,0,7388,0,1,1,405,71,190,0,0
2023-02-23,14:48:38,695,1710,261,15,1010,98783,98,90,981,773,500287723,220656863,28644,220810,4296,212,0,7388,0,1,1,592,71,190,0,0
2023-02-23,14:48:39,698.33,1733,261,15,1010,98781.67,98,90,981.3,773.67,500287721.33,220656872.33,28640,220826.7,4310.67,282.33,0,7388.3,0,1,1,477,47.33,190,0,0
2023-02-23,14:48:40,701.67,1756,261,15,1010,98780.33,98,90,981.7,774.33,500287719.67,220656881.67,28636,220843.3,4325.33,352.67,0,7388.7,0,1,1,362,23.67,190,0,0
2023-02-23,14:48:41,705,1779,261,15,1010,98779,98,90,982,775,500287718,220656891,28632,220860,4340,423,0,7389,0,1,1,247,0,190,0,0
2023-02-23,14:48:42,702,1797,261,15,1010,98779,97,90,983,775,500287719,220656895,28628,220850,4333,359,0,7389,0,1,1,405,0,185,0,0
2023-02-23,14:48:43,690,1788,261,15,1010,98779,97,89,983,776,500287722,220656900,28625,220840,4325,270,0,7389,0,1,1,340,0,185,0,0
2023-02-23,14:48:44,676.5,1749,260,15,1009,98777,97,89,983,777,500287724.5,220656903.5,28622.5,220845,4331.5,406,0,7390,0,1,1,337,0,187.5,0,0
2023-02-23,14:48:45,663,1710,259,15,1008,98775,97,89,983,778,500287727,220656907,28620,220850,4338,542,0,7391,0,1,1,334,0,190,0,0
2023-02-23,14:48:46,647.67,1668,258.67,15,1006.33,98775,97,89,983,779,500287729,220656910.67,28617,220853.3,4338.67,473.33,0,7391.3,0,1,1,359,0,190,0,0
2023-02-23,14:48:47,632.33,1626,258.33,15,1004.67,98775,97,89,983,780,500287731,220656914.33,28614,220856.7,4339.33,404.67,0,7391.7,0,1,1,384,0,190,0,0
2023-02-23,14:48:48,617,1584,258,15,1003,98775,97,89,983,781,500287733,220656918,28611,220860,4340,336,0,7392,0,1,1,409,0,190,0,0
2023-02-23,14:48:49,597,1518,257,15,1001,98775,97,89,984,781,500287740,220656919,28609,220900,4382,278,0,7392,0,1,1,309,1,185,0,0
2023-02-23,14:48:50,572.67,1436,256.33,14,1000.67,98776.33,97,89,984.7,783.33,500287743.67,220656921.33,28606.67,220930,4413,346.67,0,7393,0,1,1,338.33,18.67,181.67,0,0
2023-02-23,14:48:51,548.33,1354,255.67,13,1000.33,98777.67,97,89,985.3,785.67,500287747.33,220656923.67,28604.33,220960,4444,415.33,0,7394,0,1,1,367.67,36.33,178.33,0,0
2023-02-23,14:48:52,524,1272,255,12,1000,98779,97,89,986,788,500287751,220656926,28602,220990,4475,484,0,7395,0,1,1,397,54,175,0,0
2023-02-23,14:48:53,500,1202,255,11,1000,98779,97,89,986,788,500287755,220656928,28600,220990,4479,396,0,7395,0,1,1,292,53,175,0,0
2023-02-23,14:48:54,473,1136,255,11,1000,98779,96,89,987,788,500287759,220656927,28597,221010,4499,323,0,7396,0,1,1,186,53,166,0,0
2023-02-23,14:48:55,455,1075,254.5,11,1000,98780.5,96,88.5,987,790,500287765.5,220656923,28593.5,221045,4532,462.5,0,7396,0,1,1,503,26.5,178,0,0
2023-02-23,14:48:56,437,1014,254,11,1000,98782,96,88,987,792,500287772,220656919,28590,221080,4565,602,0,7396,0,1,1,820,0,190,0,0
2023-02-23,14:48:57,423,987,254,11,1000,98782,96,87,987,793,500287776,220656916,28587,221100,4587,522,0,7396,0,1,1,729,0,190,0,0
2023-02-23,14:48:58,419.33,983.67,253.33,11,999.67,98782,96,87,987,793.67,500287777.67,220656912.67,28585.67,221106.7,4594,443.67,0,7397,0,1,1,674.33,0,190,0,0
2023-02-23,14:48:59,415.67,980.33,252.67,11,999.33,98782,96,87,987,794.33,500287779.33,220656909.33,28584.33,221113.3,4601,365.33,0,7398,0,1,1,619.67,0,190,0,0
2023-02-23,14:49:00,412,977,252,11,999,98782,96,87,987,795,500287781,220656906,28583,221120,4608,287,0,7399,0,1,1,565,0,190,0,0
2023-02-23,14:49:01,417,985,252,11,996,98778,96,87,987,795,500287788,220656897,28579,221160,4647,655,0,5144,0,1,1,692,0,195,0,0
2023-02-23,14:49:02,419,995,252,11,995,98778,96,87,987,799,500287792,220656895,28575,221150,4631,579,0,5144,0,1,1,840,0,195,0,0
2023-02-23,14:49:03,419.67,1001.33,251.67,11,994.67,98778.67,96,87,987.3,800.33,500287793,220656890.67,28572.67,221126.7,4608,503.67,0,4310,0,1,1,831.67,0,188.33,0,0
2023-02-23,14:49:04,420.33,1007.67,251.33,11,994.33,98779.33,96,87,987.7,801.67,500287794,220656886.33,28570.33,221103.3,4585,428.33,0,3476,0,1,1,823.33,0,181.67,0,0
2023-02-23,14:49:05,421,1014,251,11,994,98780,96,87,988,803,500287795,220656882,28568,221080,4562,353,0,2642,0,1,1,815,0,175,0,0
2023-02-23,14:49:06,420,1007.5,250.5,11,993.5,98779.5,95.5,86.5,988,803,500287798.5,220656873.5,28563.5,221100,4585,490.5,0,1321,0,1,1,573.5,0,182.5,0,0
2023-02-23,14:49:07,419,1001,250,11,993,98779,95,86,988,803,500287802,220656865,28559,221120,4608,628,0,0,0,1,1,332,0,190,0,0
2023-02-23,14:49:08,413,987,250,11,992,98781,95,86,988,803,500287803,220656858,28558,221150,4631,571,0,0,0,1,1,212,0,195,0,0
2023-02-23,14:49:09,411,977,249.5,11,991.5,98781,95,86,988,804.5,500287802.5,220656849,28555.5,221150,4630.5,485,0,0,0,1,1,373,0,195,0,0
2023-02-23,14:49:10,409,967,249,11,991,98781,95,86,988,806,500287802,220656840,28553,221150,4630,399,0,0,0,1,1,534,0,195,0,0
2023-02-23,14:49:11,404,961,249,11,991,98775,95,86,989,806,500287803,220656835,28549,221170,4650,338,0,0,0,1,1,341,0,170,0,0
2023-02-23,14:49:12,405,954,249,11,991,98775,95,86,989,811,500287807,220656825,28544,221170,4652,698,0,0,0,1,1,250,0,170,0,0
2023-02-23,14:49:13,412.75,974.5,248.75,11,997.25,98775,95,85.75,989.5,811.75,500287805.5,220656816,28541.75,221172.5,4654.75,622.5,0,0,0,1,1,281.25,2.5,175,0,0
2023-02-23,14:49:14,420.5,995,248.5,11,1003.5,98775,95,85.5,990,812.5,500287804,220656807,28539.5,221175,4657.5,547,0,0,0,1,1,312.5,5,180,0,0
2023-02-23,14:49:15,428.25,1015.5,248.25,11,1009.75,98775,95,85.25,990.5,813.25,500287802.5,220656798,28537.25,221177.5,4660.25,471.5,0,0,0,1,1,343.75,7.5,185,0,0
