Date,Time,PM25,PM10,IAQ,HCHO,CO2,P,TIN,TOUT,RHIN,RHOUT,LAT,LON,HDG,AMSL,AGL,MIL,NO2,NO,SO2,H2S,CO,HCN,HCL,NH3,EC,MRK
2024-11-13,07:01:33,17.75,41.15,198,0,1222.5,100.08,3.3,2.9,99.9,92.2,50.092735399999995,21.99741775,102.505,210.81,0.4225,477,0,7.662000000000001,0,0.0075,0,0.40700000000000003,0.081,0.212,16,0
2024-11-13,07:01:34,17.7,41.3,198,0,1231,100.086,3.3,2.6,99.9,87.3,50.0927361,21.9974181,102.59,210.93,0.545,820,0,7.232,0,0.007,0,0.202,0.081,0.21,16,0
2024-11-13,07:01:35,17.65,41.36666666666667,198,0,1231,100.091,3.2666666666666666,2.7,99.9,88.13333333333333,50.09273698333333,21.997417916666667,102.61333333333333,210.88833333333335,0.503,718.67,0,5.8036666666666665,0,0.007,0,0.24083333333333334,0.0675,0.20833333333333331,16,0
2024-11-13,07:01:36,17.6,41.43333333333333,198,0,1231,100.096,3.2333333333333334,2.8,99.9,88.96666666666667,50.09273786666667,21.997417733333336,102.63666666666667,210.84666666666666,0.4610000000000001,617.33,0,4.375333333333334,0,0.007,0,0.2796666666666667,0.054000000000000006,0.20666666666666667,16,0
2024-11-13,07:01:37,17.55,41.5,198,0,1231,100.101,3.2,2.9,99.9,89.8,50.092738749999995,21.99741755,102.66,210.805,0.41900000000000004,516,0,2.947,0,0.007,0,0.3185,0.0405,0.205,16,0
2024-11-13,07:01:38,17,39,198,0,1215,100.089,3.2,2.9,99.9,89.8,50.0927398,21.997417,102.56,210.78,0.393,909,0,0,0,0.007,0,0.163,0,0.21,16,0
2024-11-13,07:01:39,16.95,39.4,197.5,0,1217,100.089,3.2,2.8,99.9,90.15,50.0927398,21.99741705,102.605,210.84,0.454,506.5,0,0,0,0.007,0,0.153,0.023,0.21,16,0
2024-11-13,07:01:40,16.9,39.8,197,0,1219,100.089,3.2,2.7,99.9,90.5,50.0927398,21.9974171,102.65,210.9,0.515,104,0,0,0,0.007,0,0.143,0.046,0.21,16,0
2024-11-13,07:01:41,16.95,39.75,197,0,1219,100.096,3.2,2.6500000000000004,99.9,89.75,50.092740199999994,21.9974174,102.60499999999999,210.975,0.5885,453,0,0,0,0.006,0,0.5735,0.104,0.219,16,0
2024-11-13,07:01:42,16.833333333333332,39.46666666666667,197,0,1219.33,100.09966666666666,3.2,2.6333333333333337,99.9,89.5,50.092740666666664,21.997417333333335,102.60666666666665,210.97333333333333,0.5856666666666667,342,0,0,0,0.005666666666666667,0,0.49133333333333334,0.11733333333333333,0.21733333333333332,16,0
2024-11-13,07:01:43,16.71666666666667,39.18333333333333,197,0,1219.67,100.10333333333334,3.2,2.6166666666666667,99.9,89.25,50.09274113333333,21.997417266666666,102.60833333333333,210.97166666666666,0.5828333333333333,231,0,0,0,0.005333333333333333,0,0.4091666666666667,0.13066666666666665,0.21566666666666667,16,0
2024-11-13,07:01:44,16.6,38.9,197,0,1220,100.107,3.2,2.6,99.9,89,50.0927416,21.9974172,102.61,210.97,0.58,120,0,0,0,0.005,0,0.327,0.144,0.214,16,0
2024-11-13,07:01:45,16.5,37.7,196,0,1220,100.088,3.1,2.5,99.9,90.4,50.0927438,21.9974169,102.63,210.89,0.5,905,0,0,0,0.007,0,0.184,0.187,0.219,16,0
2024-11-13,07:01:46,16.7,38.4,196,0,1220,100.088,3.1,2.5,99.9,90.2,50.0927451,21.997416,102.62,210.83,0.447,782,0,0,0,0.007,0,0.579,0.14,0.219,16,0
2024-11-13,07:01:47,16.6,38.7,195.5,0,1220,100.088,3.1,2.5,99.9,90.2,50.0927456,21.997416,102.61,210.825,0.441,446,0,0,0,0.007,0,0.5355,0.12000000000000001,0.212,16,0
2024-11-13,07:01:48,16.5,39,195,0,1220,100.088,3.1,2.5,99.9,90.2,50.0927461,21.997416,102.6,210.82,0.435,110,0,0,0,0.007,0,0.492,0.1,0.205,16,0
2024-11-13,07:01:49,16.5,39.6,195,0,1231,100.088,3.1,2.4,99.9,90.3,50.0927473,21.9974171,102.56,210.8,0.418,880,0,0,0,0.007,0,0.56,0.151,0.205,16,0
2024-11-13,07:01:50,16.4,39.3,195,0,1231,100.083,3,2.4,99.9,90.3,50.0927473,21.9974165,102.53,210.72,0.33,779,0,0,0,0.007,0,0.525,0.151,0.21,16,0
2024-11-13,07:01:51,16.25,39.25,195,0,1231,100.083,3,2.3499999999999996,99.9,90.8,50.0927472,21.99741645,102.53,210.70999999999998,0.3205,457,0,0,0,0.007,0,0.6505000000000001,0.151,0.21,16,0
2024-11-13,07:01:52,16.1,39.2,195,0,1231,100.083,3,2.3,99.9,91.3,50.0927471,21.9974164,102.53,210.7,0.311,135,0,0,0,0.007,0,0.776,0.151,0.21,16,0
2024-11-13,07:01:53,16.1,39.3,195,0,1215,100.091,3,2.3,99.9,90,50.0927458,21.9974168,102.59,210.76,0.376,886,0,0,0,0.007,0,0.491,0,0.205,16,0
2024-11-13,07:01:54,16,38.95,195,0,1217,100.091,3,2.3,99.9,90,50.0927462,21.99741585,102.6,210.75,0.3675,556.5,0,0,0,0.007,0,0.4485,0,0.212,16,0
2024-11-13,07:01:55,15.9,38.6,195,0,1219,100.091,3,2.3,99.9,90,50.0927466,21.9974149,102.61,210.74,0.359,227,0,0,0,0.007,0,0.406,0,0.219,16,0
2024-11-13,07:01:56,15.8,37.9,195,0,1219,100.093,3,2.3,99.9,90,50.0927478,21.9974128,102.61,210.68,0.298,129,0,0,0,0.007,0,0.688,0,0.219,16,0
2024-11-13,07:01:57,15.7,37.4,195,0,1219,100.089,2.9,2.5,99.9,91.6,50.0927499,21.9974093,102.61,210.54,0.157,930,0,0,0,0.007,0,0.831,0,0.205,16,0
2024-11-13,07:01:58,15.5,36.9,195,0,1219.5,100.089,2.9,2.4,99.9,92,50.09275035,21.9974079,102.60499999999999,210.485,0.1015,590,0,0,0,0.007,0,0.8805000000000001,0.0075,0.205,16,0
2024-11-13,07:01:59,15.3,36.4,195,0,1220,100.089,2.9,2.3,99.9,92.4,50.0927508,21.9974065,102.6,210.43,0.046,250,0,0,0,0.007,0,0.93,0.015,0.205,16,0
2024-11-13,07:02:00,15.25,36.099999999999994,194.5,0,1220,100.0815,2.9,2.3,99.9,92.4,50.0927513,21.9974056,102.6,210.395,0.010499999999999995,137,0,0,0,0.007,0,0.92,0.015,0.205,16,0
2024-11-13,07:02:01,15.2,35.8,194,0,1220,100.074,2.9,2.3,99.9,92.4,50.0927518,21.9974047,102.6,210.36,-0.025,24,0,0,0,0.007,0,0.91,0.015,0.205,16,0
2024-11-13,07:02:02,15.1,34.9,194,0,1222,100.076,2.9,2.333333333333333,99.9,92.33333333333334,50.09275206666667,21.997403600000002,102.60333333333332,210.4,0.014999999999999993,56,0,0,0,0.007,0,0.742,0.014,0.20166666666666666,16,0
2024-11-13,07:02:03,15,34,194,0,1224,100.078,2.9,2.3666666666666667,99.9,92.26666666666667,50.09275233333333,21.9974025,102.60666666666667,210.44,0.054999999999999986,88,0,0,0,0.007,0,0.5740000000000001,0.013000000000000001,0.19833333333333333,16,0
2024-11-13,07:02:04,14.9,33.1,194,0,1226,100.08,2.9,2.4,99.9,92.2,50.0927526,21.9974014,102.61,210.48,0.095,120,0,0,0,0.007,0,0.406,0.012,0.195,16,0
2024-11-13,07:02:05,14.9,32.9,194,0,1231,100.079,2.9,2.4,99.9,92.3,50.092754,21.9973998,102.64,210.48,0.093,941,0,0,0,0.007,0,0.589,0.105,0.2,16,0
2024-11-13,07:02:06,15.05,32.95,194,0,1231,100.079,2.9,2.4,99.9,92.3,50.09275485,21.9973989,102.65,210.47,0.08349999999999999,596,0,0,0,0.007,0.0005,0.4445,0.0985,0.2025,16,0
2024-11-13,07:02:07,15.2,33,194,0,1231,100.079,2.9,2.4,99.9,92.3,50.0927557,21.997398,102.66,210.46,0.074,251,0,0,0,0.007,0.001,0.3,0.092,0.205,16,0
2024-11-13,07:02:08,15.4,33.2,194,0,1231,100.085,2.8,2.4,99.9,92.3,50.0927564,21.9973966,102.67,210.46,0.078,148,0,0,0,0.007,0,0.192,0.092,0.205,16,0
2024-11-13,07:02:09,15.4,32.900000000000006,193.5,0,1217,100.086,2.8,2.3,99.9,93,50.0927572,21.997394800000002,102.695,210.51,0.1225,459,0,0,0,0.007,0,0.2735,0.165,0.2025,16,0
2024-11-13,07:02:10,15.262500000000001,32.7,193.38,0,1217,100.084,2.8,2.3,99.9,93.05,50.0927576125,21.9973936125,102.70625,210.535,0.14825,463,0,0,0,0.007,0.00025,0.218625,0.131625,0.200625,16,0
2024-11-13,07:02:11,15.125,32.5,193.25,0,1217,100.082,2.8,2.3,99.9,93.1,50.092758024999995,21.997392425,102.7175,210.56,0.174,467,0,0,0,0.007,0.0005,0.16375,0.09825,0.19875,16,0
2024-11-13,07:02:12,14.9875,32.300000000000004,193.12,0,1217,100.08,2.8,2.3,99.9,93.14999999999999,50.092758437499995,21.9973912375,102.72875,210.585,0.19975,471,0,0,0,0.007,0.00075,0.108875,0.064875,0.19687500000000002,16,0
2024-11-13,07:02:13,14.850000000000001,32.1,193,0,1217,100.078,2.8,2.3,99.9,93.19999999999999,50.092758849999996,21.99739005,102.74000000000001,210.61,0.2255,475,0,0,0,0.007,0.001,0.054,0.0315,0.195,16,0
2024-11-13,07:02:14,14.925,31.65,193,0,1218,100.07900000000001,2.75,2.3,99.9,93.25,50.092759575,21.997389275,102.74000000000001,210.635,0.25225000000000003,390.5,0,0,0,0.0075,0.0005,0.2095,0.03875,0.2,16,0
2024-11-13,07:02:15,15,31.2,193,0,1219,100.08,2.7,2.3,99.9,93.3,50.0927603,21.9973885,102.74,210.66,0.279,306,0,0,0,0.008,0,0.365,0.046,0.205,16,0
2024-11-13,07:02:16,14.975,31.174999999999997,192.5,0,1219,100.07825,2.7,2.275,99.9,93.225,50.092761624999994,21.9973873,102.73499999999999,210.64749999999998,0.26525,416.5,0,0,0,0.008,0,0.318,0.0335,0.2025,16,0
2024-11-13,07:02:17,14.95,31.15,192,0,1219,100.0765,2.7,2.25,99.9,93.15,50.092762949999994,21.9973861,102.72999999999999,210.635,0.2515,527,0,0,0,0.008,0,0.271,0.021,0.2,16,0
