Date,Time,PM25,PM10,IAQ,HCHO,CO2,P,TIN,TOUT,RHIN,RHOUT,LAT,LON,HDG,AMSL,AGL,MIL,NO2,NO,SO2,H2S,CO,HCN,HCL,NH3,EC,MRK
2025-01-06,11:23:49,1.9,3.3,167,34,1155,97.06,20.6,20.5,56.6,47.7,50.053574,21.9361327,306.72,0.53,0.536,540,0.001,0,0,0.003,0,0,0.056,0.112,0,0
2025-01-06,11:23:50,1.8,3.2,167,34,1157,97.052,20.6,20.5,56.7,47.7,50.0535656,21.9361324,306.71,0.76,0.762,419,0.001,0,0,0.003,0,0.14,0.056,0.092,0,0
2025-01-06,11:23:51,1.8,3.2,166,34,1158,97.052,20.6,20.5,56.7,47.7,50.0535572,21.9361478,306.72,0.68,0.68,410,0,0,0,0.003,0,0.352,0.028,0.092,0,0
2025-01-06,11:23:52,1.8,3.2,166,34,1160,97.048,20.6,20.5,56.7,47.7,50.0535612,21.936151,306.73,0.54,0.542,324,0,0,0,0.002,0,0.261,0.039,0.112,0,0
2025-01-06,11:23:53,1.8,2.9,166,34,1162,97.048,20.6,20.5,56.6,47.6,50.0535644,21.9361537,306.73,0.19,0.197,661,0,0,0,0.002,0,0.32,0.088,0.112,0,0
2025-01-06,11:23:54,1.8,2.9,166,34,1162,97.048,20.6,20.5,56.6,47.6,50.0535704,21.9361641,306.74,0.28,0.288,610,0,0,0,0.002,0,0.204,0.088,0.117,0,0
2025-01-06,11:23:55,1.9,3,166,34,1163,97.056,20.7,20.5,56.7,47.6,50.0535994,21.9362068,306.73,0.16,0.169,561,0,0,0,0.002,0,0.154,0.088,0.117,0,0
2025-01-06,11:23:56,1.9,2.7,166,34,1163,97.056,20.7,20.5,56.7,47.8,50.0536008,21.9361914,306.73,0.33,0.333,457,0,0,0,0.002,0,0.286,0.088,0.117,0,0
2025-01-06,11:23:57,1.9,2.7,165,34,1163,97.06,20.5,20.5,56.6,47.8,50.0536029,21.936205,306.72,0.33,0.339,420,0,0,0,0.002,0,0.182,0.108,0.122,0,0
2025-01-06,11:23:58,1.95,2.8,165.5,34,1163,97.06,20.5,20.5,56.6,47.7,50.05360095,21.93621805,306.72,0.74,0.7455,589,0,0,0,0.0025,0,0.238,0.0985,0.1195,0,0
2025-01-06,11:23:59,2,2.9,166,34,1163,97.06,20.5,20.5,56.6,47.6,50.053599,21.9362311,306.72,1.15,1.152,758,0,0,0,0.003,0,0.294,0.089,0.117,0,0
2025-01-06,11:24:00,2.1,2.9,166,34,1163,97.051,20.5,20.5,56.6,47.8,50.053594,21.9362251,306.72,0.65,0.655,682,0,0,0,0.003,0,0.188,0.089,0.117,0,0
2025-01-06,11:24:01,2,2.8,167,34,1164,97.051,20.5,20.5,56.6,47.8,50.0535913,21.9362221,306.71,0.63,0.638,626,0,0,0,0.003,0,0.12,0.085,0.117,0,0
2025-01-06,11:24:02,2.1,2.8,168,34,1165,97.055,20.6,20.5,56.6,47.8,50.0535899,21.9362263,306.72,0.59,0.59,584,0,0,0,0.003,0,0.291,0.057,0.112,0,0
2025-01-06,11:24:03,2.1,2.8,168,34,1165,97.055,20.6,20.5,56.6,47.6,50.0535922,21.9362445,306.72,0.64,0.647,483,0,0,0,0.003,0,0.608,0,0.112,0,0
2025-01-06,11:24:04,2.1,2.9,168,34,1167,97.051,20.6,20.5,56.6,47.6,50.0535966,21.9362655,306.74,0.61,0.616,400,0,0,0,0.003,0,0.608,0,0.126,0,0
2025-01-06,11:24:05,2.1,2.8,168,34,1170,97.051,20.6,20.5,56.6,47,50.0535926,21.9362354,306.73,0.45,0.454,684,0,0,0,0.003,0,0.45,0,0.126,0,0
2025-01-06,11:24:06,2,2.8,168,34,1173,97.051,20.6,20.5,56.6,47,50.0535945,21.9362448,306.7,0.18,0.183,587,0,0,0,0.002,0,0.575,0,0.126,0,0
2025-01-06,11:24:07,2,2.8,168,34,1173,97.058,20.6,20.5,56.7,47,50.053626,21.9363115,306.69,-0.01,-0.016,472,0,0,0,0.002,0,0.368,0,0.122,0,1
2025-01-06,11:24:08,2.2,2.9,168,34,1174,97.058,20.6,20.5,56.7,44.8,50.0536168,21.9363057,306.7,-0.01,-0.016,799,0,0,0,0.002,0,0.312,0,0.122,0,1
2025-01-06,11:24:09,2.2,3.5,168,34,1174,97.051,20.7,20.5,56.7,44.8,50.0536066,21.9363014,306.69,0.08,0.084,750,0,0,0,0.003,0,0.199,0,0.122,0,1
2025-01-06,11:24:10,2.3,3.5,168,34,1174,97.051,20.7,20.5,56.7,45.4,50.0536227,21.9363334,306.68,0.09,0.09,599,0,0,0,0.002,0,0.406,0.004,0.122,0,1
2025-01-06,11:24:11,2.3,3.5,168,34,1167,97.06,20.7,20.5,56.7,45.4,50.0536418,21.936376,306.68,0.34,0.341,544,0,0,0,0.002,0,0.645,0.011,0.117,0,1
2025-01-06,11:24:12,2.4,3.8,168,34,1172,97.06,20.5,20.5,56.7,45.4,50.0535981,21.9362992,306.7,0.45,0.454,442,0,0,0,0.002,0,0.598,0.011,0.117,0,1
2025-01-06,11:24:13,2.2,3.5,168,35,1173,97.06,20.5,20.5,56.7,45.7,50.0535536,21.9362144,306.69,0.54,0.545,785,0,0,0,0.002,0,0.649,0.011,0.117,0,1
2025-01-06,11:24:14,2.2,2.6,168,35,1174,97.055,20.6,20.5,56.8,45.7,50.0535342,21.9361425,306.66,0.82,0.825,711,0,0,0,0.003,0,0.621,0.029,0.122,0,1
2025-01-06,11:24:15,2.2,2.6,168,35,1174,97.055,20.6,20.6,56.8,45.4,50.0535283,21.9361218,306.66,0.92,0.929,584,0,0,0,0.003,0,0.396,0.018,0.122,0,1
